paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
48620;1576;263;CARD;556.65;2025-08-01 03:15:05
111711;4035;411;CARD;508.24;2025-08-01 04:30:31
122599;4442;2161;CARD;168.42;202508010625
210902;;699;cash;59.96;20250801083500
99628;3582;1423;CASH;199.00;20250801094300
79776;2801;766;CASH;223.50;2025-08-01 10:29:00
212536;;2366;CARD;958.56;25-08-01 11:15:01
113040;4089;2366;CARD;958.56;202508011115
97687;3497;8;CARD;132.93;2025-08-01 12:51:43
206677;7697;5228;CASH;793.71;2025-08-01 16:10:00
158996;5846;3050;CARD;396.40;2025-08-01 17:43:07
128560;4669;2244;card;535.16;2025-08-01 18:20:57
169817;6249-26;321;CASH;362.94;2025-08-01 18:23:33
115145;4169;705;CARD;517.45;20250801183238
81740;2876;1048;CARD;42.20;2025-08-01 21:37:36
43822;1383;3659;CARD;314.75;2025-08-02 00:25:52
102677;3703-64;824;CASH;553.05;2025-08-02 02:08:09
186532;6922;3030;CARD;442.35;20250802034306
152929;5613;3878;CARD;219.00;5-08-02 05:01:22
69587;2388;3754;CARD;108.62;20250802063511
56921;1906;4048;CASH;246.01;2025-08-02 08:24:00
115465;4182;2756;CARD;159.90;2025-08-02 08:58:12
24678;631;3436;CASH;1902.15;202508020931
117721;4265;1687;CARD;70.40;2025-08-02 09:53:50
144295;5269;389;CASH;37.95;2025-08-02 11:51:00
54285;1808;3327;CASH;113.45;2025-08-02 11:54:00
58240;1958;3773;CARD;666.46;2025-08-02 12:05:36
205772;7666;4787;CASH;76.00;202508021447
87646;3102;4946;CASH;442.04;2025-08-02 15:43:00
17931;380;415;CASH;300.50;2025-08-02 16:29:00
185523;6877;5049;CASH;17.40;2025-08-02 16:58:00
69869;2398;208;CASH;182.34;2025-08-02 17:05:00
24246;614-10;987;CASH;79.75;2025-08-02 17:32:55
86451;3063;2246;CASH;313.00;2025-08-02 17:55:00
168756;6217;3024;CARD;256.18;2025-08-02 18:10:52
58476;1971-4;2317;CASH;304.80;2025-08-02 19:11:46
109009;3935;2355;CARD;249.15;20250802194800
207691;;3065;CARD;414.15;20250802203343
159475;5865;759;CARD;204.00;20250802205330
137985;5029;2671;CARD;677.04;202508022115
28339;768;2907;CARD;201.82;202508022140
33194;958;827;CARD;348.31;2025-08-03 00:17:42
168258;6201;2204;CARD;440.45;2025-08-03 08:29:03
112005;4048;1700;CASH;160.65;202508030957
57640;1932-61;2722;cash;199.00;20250803101100
55536;1851;1569;card;191.40;2025-08-03 10:12:58
170154;6263;3704;CARD;113.60;2025-08-03 10:27:59
104805;3783;1265;CARD;494.90;20250803103318
81643;2872;4333;CASH;463.70;2025-08-03 10:35:00
119302;4325-9;2358;CASH;22.20;2025-08-03 11:37:08
137482;E0C;5105;CARD;218.76;202508031154
151867;5572;1221;CASH;103.50;2025-08-03 12:19:00
134737;4910;147;CASH;252.05;2025-08-03 12:27:00
99663;3584;4031;CASH;48.60;025-08-03 13:37:00
165389;6097;1927;CARD;711.54;2025-08-03 14:31:35
169888;625C-82;2149;CASH;69.75;20250803152342
198633;7K83;4721;CASH;103.96;2025-08-03 15:33:00
134141;4890;3519;CARD;530.70;2025-08-03 16:24:03
186506;6919-58;101;cash;688.23;5-08-03 16:27:27
162327;5984;383;CASH;635.37;2025-08-03 17:04:00
134662;4906;4371;CARD;151.82;20250803170831
46361;1482;2811;CARD;234.42;2025-08-03 17:42:21
157914;5802;483;CARD;350.57;2025-08-03 18:07:42
132520;4830;3041;CASH;306.00;2025-08-03 18:15:00
79149;2779;3202;CASH;534.96;20250803184000
117816;4268;2087;CASH;32.95;20250803194000
12661;K;3220;CARD;166.05;202508032114
54341;1810;2242;CARD;331.84;2025-08-03 22:50:13
18006;383;1976;CARD;368.74;20250803225636
166135;6122-12;58;cash;270.95;202508040123
92065;3275-37;3097;CASH;314.75;2025-08-04 01:50:45
9024;40-74;1957;CASH;877.18;2025-08-04 02:51:33
57839;1941;4858;CARD;25.35;2025-08-04 05:28:58
181847;6736-71;4089;CASH;334.01;20250804061454
93935;3351;3444;CARD;124.65;2025-08-04 06:19:41
134698;4907;4423;CARD;62.96;2025-08-04 07:25:27
146876;5375;42;CASH;31.34;2025-08-04 08:28:00
16678;331;3597;CASH;102.99;20250804083000
199943;x444;313;CASH;92.25;20250804104000
58447;1969;320;CARD;121.58;2025-08-04 11:05:49
121152;4393;4650;CASH;153.90;2025-08-04 11:35:00
37907;1151;4206;CASH;400.58;2025-08-04 11:58:00
92960;3314;3540;CARD;160.50;025-08-04 12:32:19
179961;6666;3823;CASH;389.58;2025-08-04 14:36:00
112694;4078;620;CASH;386.93;2025-08-04 15:10:00
174732;6445;611;CASH;98.55;20250804151600
151316;5551-60;2455;CASH;305.57;2025-08-04 15:52:09
13463;211;1724;cash;328.80;2025-08-04 16:59:00
76245;2660;1607;cash;704.44;20250804170500
104025;3756;777;CARD;383.41;2025-08-04 17:15:50
172789;6373;4565;CARD;132.10;2025-08-04 17:20:11
214878;;4565;card;132.10;20250804172147
184457;6840;3405;CASH;342.70;2025-08-04 19:07:00
135102;4921;255;CARD;189.55;202508041933
75025;2609-4;3707;CASH;256.78;20250804201037
70887;2441;4554;CARD;240.10;2025-08-04 23:18:17
162528;5992;15;CARD;691.72;2025-08-05 01:18:44
145095;5297;584;CARD;643.84;2025-08-05 02:37:19
129584;4708;3964;CASH;520.08;2025-08-05 08:19:00
128868;4683;2584;CASH;99.36;2025-08-05 09:01:00
78634;2755;4239;CARD;203.05;2025-08-05 09:33:21
64085;2173;4092;CASH;194.23;2025-08-05 09:41:00
