paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
21872;5V;1622;CARD;5.75;-03-01 00:25:05
51702;1698;618;CARD;551.37;20250301010354
103244;3727;760;CARD;567.57;2025-03-01 01:30:35
9998;78;3101;CARD;937.84;20250301033945
133051;4852;2813;CARD;191.04;-03-01 05:03:02
207965;;2401;CASH;186.32;2025-03-01 08:21:13
195770;7276;3477;CASH;438.77;2025-03-01 09:42:00
94038;3355;5095;CASH;83.40;20250301094600
198455;7375;4844;CARD;253.60;2025-03-01 10:12:40
76756;L678;5289;CASH;67.69;2025-03-01 10:35:00
116405;4215;5154;CASH;68.97;2025-03-01 10:49:00
48342;1564;2409;CASH;67.50;2025-03-01 11:24:00
70409;2420;4916;CASH;952.40;20250301113800
96953;3469;4612;CARD;184.35;2025-03-01 13:11:23
85466;3026;3072;CARD;1139.46;2025-03-01 13:33:50
141328;5159;285;CARD;55.75;2025-03-01 13:55:53
104596;3775;1179;CARD;286.25;2025-03-01 14:03:55
33282;962;3532;card;227.96;2025-03-01 14:13:25
85412;3023;2546;CASH;190.56;20250301142600
139064;5073;2247;CASH;97.33;2025-03-01 15:36:00
168419;6206;4444;CASH;22.35;2025-03-01 16:35:00
199800;7435;5197;CARD;133.48;2025-03-01 18:45:29
66107;2242;3782;CARD;272.85;20250301195329
90842;3227;3378;CARD;181.30;2025-03-01 21:41:00
174798;6447;2269;CARD;689.16;2025-03-01 23:51:22
125919;4566;2245;CARD;71.48;20250302014426
141897;5180;4224;CARD;1123.97;2025-03-02 02:22:39
56362;1885;4253;CARD;489.70;2025-03-02 02:28:59
190185;7065;570;CARD;843.22;20250302050837
159500;5866;1836;CARD;391.16;2025-03-02 06:51:08
149916;5492;3046;CARD;159.83;2025-03-02 11:22:43
70466;2426;4337;CARD;314.91;2025-03-02 12:29:09
206805;;4627;CASH;113.40;202503021302
57961;1946;2434;CARD;239.98;2025-03-02 13:04:49
207550;;2400;CASH;128.76;2025-03-02 13:20:00
44461;1407;4420;CARD;344.85;2025-03-02 14:03:26
30240;844;3026;CASH;204.75;2025-03-02 14:25:00
103579;3740;2688;CASH;319.60;2025-03-02 15:53:00
69703;2391;4276;CASH;220.27;2025-03-02 16:41:00
42421;1330-55;350;CASH;282.60;2025-03-02 16:53:50
75738;2637;3914;CASH;96.75;202503021718
127131;4610;1098;CASH;123.30;2025-03-02 19:26:00
191056;o;1871;CARD;697.13;2025-03-02 20:42:23
68597;mN;1884;CARD;13.00;2025-03-02 22:36:05
69932;2401;3228;card;768.39;20250303000123
130901;4763;1460;CARD;773.61;2025-03-03 01:45:39
167573;6173;5027;CARD;1818.00;2025-03-03 01:59:43
114795;4155-0;2163;CASH;172.67;2025-03-03 05:53:35
52758;1746;865;CARD;63.05;2025-03-03 06:00:53
183196;6795;120;CARD;218.16;2025-03-03 07:23:55
156680;5755;3285;CARD;280.05;2025-03-03 07:24:19
30003;i4-O1;1477;CASH;37.75;2025-03-03 07:55:41
95694;3418;4134;CASH;179.50;2025-03-03 08:44:00
31487;891;2685;CARD;59.85;20250303090008
147348;5391-68;3475;CASH;300.92;2025-03-03 09:48:37
38264;1165;1827;CASH;32.60;2025-03-03 10:11:00
144680;5282;5218;CASH;343.00;20250303103200
173176;6389;3204;CARD;605.39;2025-03-03 10:33:08
