paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
19838;446;2778;CARD;154.61;20251001015707
102297;3687-45;4109;CASH;682.30;2025-10-01 02:04:16
210103;;334;CASH;745.89;2025-10-01 02:45:06
206929;;2996;card;552.90;20251001061939
31348;886;1501;CARD;508.49;20251001071937
116575;4221;1559;CARD;261.60;202510010750
40507;1259;4306;CARD;157.89;2025-10-01 08:08:17
153339;5631;4366;CASH;817.92;202510010820
16147;J14;2129;cash;112.50;-10-01 09:46:00
52870;1750;1483;CASH;251.55;2025-10-01 10:04:00
167612;6175;2782;CARD;343.66;20251001100734
54036;1796;1808;CASH;197.99;2025-10-01 10:13:00
154511;5674;33;CASH;113.63;20251001124400
102070;3679-69;2597;CASH;100.70;5-10-01 15:02:49
162921;6003;2816;cash;84.10;2025-10-01 15:07:00
192801;7165;1140;CASH;177.55;20251001153500
51328;1681;3038;CARD;879.48;2025-10-01 16:59:33
189740;7049;4274;CASH;407.77;2025-10-01 18:46:00
90186;3207;2958;card;130.95;2025-10-01 19:20:04
14257;245;2312;CARD;638.40;202510011926
68287;2h;2435;CARD;284.93;2025-10-01 22:27:32
207057;;3936;CARD;641.08;202510020330
105810;3816;3254;CARD;19.20;025-10-02 05:16:07
126975;4604;2932;CARD;282.27;2025-10-02 06:27:16
155661;5714;3678;CARD;74.05;2025-10-02 08:29:49
72667;2509;5029;CARD;199.90;2025-10-02 09:25:16
160632;5911;863;card;489.60;2025-10-02 10:34:44
26618;696;1522;CARD;48.90;2025-10-02 11:15:24
175241;6466;3681;CARD;289.40;2025-10-02 13:02:00
112897;4084;2526;card;464.15;20251002130500
110501;3989;617;CASH;183.24;2025-10-02 13:17:00
33729;981;3635;CASH;237.34;2025-10-02 13:54:00
182566;6770;4229;CASH;98.20;2025-10-02 14:04:00
173223;6390;3640;CARD;549.17;2025-10-02 15:05:30
145466;5316;2126;CARD;209.86;202510021507
76399;2665;1973;cash;517.96;2025-10-02 15:21:00
66140;2244;3782;cash;539.07;2025-10-02 15:32:00
128299;4658;2748;CASH;169.90;2025-10-02 15:56:00
98704;3541;1041;CASH;247.91;2025-10-02 17:14:00
33049;953;2582;CASH;47.21;202510021736
56147;1876;4130;CARD;1837.25;20251002180537
164934;6079;3214;CASH;899.91;20251002181000
62303;2109;2532;CARD;42.80;2025-10-02 19:30:11
128562;4670-36;2244;CASH;233.00;2025-10-02 20:18:52
90580;3219;2369;CARD;247.40;2025-10-03 00:48:13
137046;4994;3902;CARD;136.00;2025-10-03 02:26:17
70670;2433;513;CARD;243.70;2025-10-03 02:37:40
144262;5267-12;4082;CASH;313.35;2025-10-03 02:43:26
9895;73;1055;CARD;136.30;2025-10-03 03:20:23
164526;6065;3942;CARD;15.65;2025-10-03 04:07:27
167253;6159;4535;CARD;359.91;2025-10-03 05:02:55
138945;5068;2012;CARD;678.40;20251003061957
36682;1108;5120;CARD;81.48;2025-10-03 08:24:51
39470;1213-85;681;CASH;393.45;2025-10-03 08:55:33
172841;6377;1235;CASH;277.70;2025-10-03 12:38:00
56241;1880-52;2553;CASH;233.42;2025-10-03 13:27:18
197987;7357;4127;CASH;48.25;2025-10-03 14:49:00
196904;7315;2175;CASH;269.01;2025-10-03 17:04:00
40837;1269;2893;CASH;317.94;2025-10-03 17:37:00
93484;3337;3628;CARD;71.05;2025-10-03 18:43:33
101419;3655;1506;CASH;898.97;2025-10-03 18:44:00
173769;6412;289;CARD;149.50;2025-10-03 18:56:20
183428;6804;3058;CASH;169.50;2025-10-03 19:52:00
171393;6316-58;5174;CASH;363.12;20251003202141
110071;3973-36;1990;CASH;130.32;2025-10-04 01:59:58
14200;242-1;3936;CASH;641.08;2025-10-04 05:27:00
192581;7158-79;2797;CASH;455.84;2025-10-04 05:35:51
98117;3515;3234;CASH;182.04;2025-10-04 08:17:00
10423;95;3021;CASH;73.60;2025-10-04 08:41:00
110629;3993;2738;CARD;219.74;2025-10-04 09:58:00
129528;4705;2099;CARD;89.46;2025-10-04 10:56:51
115657;s41I8;5256;CARD;960.51;2025-10-04 11:40:20
