paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
142624;f5211;2017;CARD;360.65;2025-09-01 00:06:08
102680;3704;2236;CARD;628.48;20250901001517
93195;3325;3073;CARD;147.52;202509010602
31647;897;2067;CARD;292.00;2025-09-01 06:40:26
187573;6960;4113;CASH;143.35;202509010844
119621;4335-24;5186;CASH;194.00;2025-09-01 08:50:09
156821;5760;4392;CARD;202.52;20250901091509
25159;648;4591;CASH;215.70;2025-09-01 09:32:00
205319;7651;2055;CASH;34.08;2025-09-01 09:38:00
89113;3169-5;2648;CASH;110.55;2025-09-01 09:54:13
157118;5770;1671;CARD;102.90;2025-09-01 10:10:52
193555;7196;4185;CASH;272.14;202509011054
55356;1844;4617;CASH;113.00;2025-09-01 11:28:00
97331;3483;3623;CARD;511.75;2025-09-01 11:37:43
178461;c598;1903;CARD;460.87;2025-09-01 12:03:45
38557;1178;551;CASH;818.51;2025-09-01 12:24:00
9215;50;3491;CARD;487.39;2025-09-01 13:15:46
137617;NX5017;3798;CASH;298.85;2025-09-01 13:44:00
171836;6335;459;CASH;46.55;2025-09-01 13:47:00
37688;1143;2494;CASH;54.53;2025-09-01 14:15:00
177195;6548;4559;CARD;322.65;2025-09-01 14:22:01
30087;838;4314;CARD;262.58;2025-09-01 15:07:51
214757;;3218;CASH;343.25;2025-09-01 15:45:00
38676;1181;2548;CASH;641.35;20250901171500
139804;5097;2305;card;431.97;2025-09-01 17:38:02
148639;5441;4281;CASH;86.55;2025-09-01 18:03:00
106757;3854;525;CASH;618.97;2025-09-01 18:35:00
77280;2702;1039;CASH;56.89;20250901191400
117312;4248;3515;CARD;342.55;025-09-01 21:08:23
39705;1227-68;403;CASH;143.46;2025-09-01 22:43:27
175483;6475-19;3035;CASH;231.50;2025-09-02 03:27:27
40339;1252-85;2495;CASH;160.00;2025-09-02 04:17:40
120438;4366-19;3622;CASH;318.85;2025-09-02 05:56:19
149504;5477;733;CARD;64.75;20250902071058
107045;3865;72;CARD;62.30;202509020758
104064;3758;4339;cash;490.95;20250902080000
116738;I4226;742;cash;219.06;2025-09-02 08:32:00
150201;5506;1082;cash;158.25;20250902091900
128805;4681;1810;CASH;73.35;2025-09-02 09:27:00
46824;1503;1144;CARD;6.60;2025-09-02 10:14:12
68163;2320;53;CASH;8.10;2025-09-02 10:24:00
10574;103;637;CASH;136.50;2025-09-02 11:22:00
27971;754;424;CARD;21.90;2025-09-02 12:58:58
145317;5311;309;CASH;916.39;2025-09-02 14:27:00
23330;582;2443;CASH;26.97;2025-09-02 14:55:00
33518;974;3112;CASH;656.25;2025-09-02 15:29:00
119953;4349-52;2476;CASH;309.75;20250902154716
108468;3910;1662;CASH;109.60;20250902161200
47796;1540;233;CASH;328.18;2025-09-02 19:33:00
128198;4652;3084;CASH;118.80;2025-09-02 19:35:00
92030;3274;4810;CARD;1481.45;2025-09-02 21:24:22
103881;3749;561;CARD;166.78;2025-09-03 00:16:39
171946;6339;1262;CARD;107.80;2025-09-03 00:44:23
170632;6287-1;3295;CASH;199.12;2025-09-03 01:11:29
