paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
131309;4781;258;CARD;611.67;2025-07-01 02:01:58
48020;1550;1852;CARD;23.85;20250701064203
27379;728;687;CASH;171.54;20250701084500
88183;3126;2883;CASH;386.68;2025-07-01 10:25:00
138230;5039;4199;CASH;147.41;202507011027
16008;308;3944;CASH;629.10;202507011101
183370;E6802;3058;CARD;242.69;20250701110708
150834;5533;1539;CASH;63.50;2025-07-01 12:01:00
181938;6740;4580;CASH;101.21;2025-07-01 13:15:00
201535;7499;4610;CARD;454.44;2025-07-01 13:24:01
44603;1414;880;CASH;416.26;2025-07-01 15:17:00
94982;3391;1220;CARD;340.02;20250701173216
92268;3284;2137;card;465.88;025-07-01 17:32:29
156284;5741;2118;cash;138.60;2025-07-01 17:45:00
177155;6545;4802;CASH;341.86;20250701181600
187239;6948;2614;CASH;123.40;2025-07-01 19:12:00
208383;;2191;CARD;9.20;2025-07-01 22:06:35
32990;951;2191;CARD;9.20;2025-07-01 22:06:55
58288;1961;421;CARD;115.67;20250702030904
22932;561;3554;CARD;584.00;2025-07-02 07:16:57
162632;5996;2031;CARD;128.40;20250702081017
54444;1814;1268;CARD;301.87;2025-07-02 08:47:48
203821;7592;2493;CASH;548.54;2025-07-02 09:12:00
74482;2585;1386;CASH;489.38;2025-07-02 09:31:00
71727;2474;1962;CARD;161.88;2025-07-02 12:06:43
120598;4371;2291;CASH;173.55;2025-07-02 13:07:00
27098;716;4301;CARD;87.30;2025-07-02 14:42:30
91791;3265;2063;CASH;232.56;20250702152100
10164;84;3169;CASH;80.91;2025-07-02 15:31:00
10341;92-70;2500;CASH;6.15;202507021634
197134;73Y6;447;CARD;589.50;20250702170650
193639;7199;1815;CASH;129.12;2025-07-02 17:15:00
128163;4651;2464;CASH;190.00;2025-07-02 18:38:00
11621;139;3586;CARD;772.25;2025-07-02 18:39:53
193010;7173;268;CARD;182.00;20250702184510
32011;911;4069;CASH;298.90;2025-07-02 19:30:00
30637;858-84;4963;CASH;339.45;2025-07-02 20:53:10
200711;7469;1610;CARD;240.50;2025-07-02 21:56:42
29292;804;292;CARD;415.18;202507030005
208057;;292;CARD;415.18;20250703000613
83333;2944;1078;CARD;89.55;20250703003011
175707;6484;657;card;1223.84;2025-07-03 03:08:02
215039;;657;CARD;1223.84;20250703030957
83408;2948;2689;CASH;306.40;2025-07-03 09:18:00
193385;7188;2773;card;273.94;2025-07-03 09:48:33
38717;1183;1284;CASH;44.86;202507031103
141483;5164;4466;CASH;305.63;202507031202
83327;2943;1078;CARD;0.00;20250703124030
210706;;1078;CARD;0.00;20250703124114
212362;;3432;CARD;25.35;2025-07-03 15:17:03
110373;3984;3432;card;25.35;2025-07-03 15:18:34
169659;6243;138;CASH;719.94;2025-07-03 16:10:00
102816;3711;5114;CASH;81.20;202507031649
107507;3880;3666;CASH;179.16;2025-07-03 17:12:00
167121;6153;2453;CASH;220.75;2025-07-03 18:22:00
56608;1894;1335;CASH;828.14;2025-07-03 19:34:00
59478;2002;5196;CASH;177.80;2025-07-03 19:35:00
118794;4304;1552;CARD;45.42;2025-07-03 20:29:24
57371;1922;4782;CARD;301.36;2025-07-03 20:36:26
28439;773;811;CARD;21.60;2025-07-03 21:05:30
185487;6876;499;CARD;38.90;2025-07-03 22:11:38
127557;4626;2105;CARD;270.00;2025-07-03 23:07:53
215990;;4288;CARD;275.85;2025-07-04 00:22:49
59595;2007-29;4182;CASH;357.30;202507040319
20728;47C-t;614;CASH;704.38;0704052655
185046;6863;1236;CARD;66.30;2025-07-04 06:08:17
55515;1850;1569;CASH;595.51;50704081300
199063;7400;534;CASH;174.30;202507040844
71580;2469;253;CASH;906.67;2025-07-04 09:21:00
97867;3502-5;2921;cash;387.74;20250704104713
184379;6837;5226;CASH;253.31;20250704112500
63913;2167;222;CASH;261.75;2025-07-04 13:06:00
18357;396;435;CARD;889.20;2025-07-04 18:06:51
96017;3430-9;3584;CASH;93.00;2025-07-04 18:11:06
15106;278;5025;CARD;137.16;20250704185005
70506;2428-76;4147;CASH;792.51;2025-07-04 20:02:10
135708;4946;5141;CARD;315.48;20250704214211
202779;7548;241;CARD;139.98;2025-07-04 23:16:35
21655;5o8;810;CARD;59.67;2025-07-05 01:15:25
42471;1331;350;CARD;111.00;20250705024439
19643;440;5294;CARD;859.08;2025-07-05 03:57:03
53694;1780;5167;CARD;479.96;2025-07-05 07:48:56
66336;2251;3431;CARD;410.47;2025-07-05 08:00:25
45894;1462;3020;CARD;76.56;2025-07-05 08:21:36
101945;3676;4376;CASH;78.68;2025-07-05 08:31:00
208468;;5040;CASH;66.70;2025-07-05 08:33:00
112856;4083;646;CASH;14.70;2025-07-05 08:42:00
170080;6260;1848;CASH;639.00;2025-07-05 11:07:00
179019;6616;3343;CASH;99.98;0705133700
58717;1978;3375;CASH;2.03;2025-07-05 13:48:00
48104;1552;2591;CARD;24.18;2025-07-05 13:49:12
