paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
153119;5623-65;141;CASH;177.58;2025-06-01 01:04:18
8551;22-U0;2555;CASH;62.80;2025-06-01 02:50:54
144488;5275;1486;CARD;1037.77;20250601054430
20003;450;4648;CARD;309.50;2025-06-01 08:30:32
132477;N28-h;2003;CASH;332.98;2025-06-01 09:37:22
10803;110;386;CASH;392.00;20250601100800
96265;3439;148;CASH;34.00;2025-06-01 12:05:00
137266;5003;130;CARD;381.92;2025-06-01 13:08:58
201512;x4r;4610;CASH;112.89;2025-06-01 13:32:00
198852;7392;425;cash;267.01;2025-06-01 13:51:00
79901;2806-71;5168;CASH;588.10;20250601144100
111903;4045;1075;CASH;33.45;2025-06-01 15:46:00
39279;1203;5030;CASH;112.65;2025-06-01 15:48:00
85542;3032;1332;CASH;488.12;202506011633
197834;7351;3770;CARD;414.39;2025-06-01 18:42:16
179339;6632;3504;CASH;63.00;2025-06-01 19:38:00
67735;t3I;976;CASH;128.06;20250601193900
203023;7558;2243;CARD;388.56;2025-06-01 20:12:09
18730;410;2057;CARD;411.05;2025-06-02 01:45:07
55704;1860;1018;card;346.02;2025-06-02 02:11:48
179086;6619;2975;CARD;236.22;2025-06-02 06:40:18
47157;1516-56;2588;cash;225.58;2025-06-02 09:00:59
115246;4173;1785;cash;224.00;2025-06-02 10:23:00
113780;4120;1381;CASH;12.70;5-06-02 10:56:00
74527;2590;3863;CASH;100.93;20250602121600
146213;5350;1588;CASH;214.38;2025-06-02 12:26:00
86875;3076;699;CASH;15.50;20250602124000
86275;3057;1554;CARD;297.00;2025-06-02 12:49:57
67667;2300;5119;CASH;404.88;2025-06-02 12:56:00
75541;2629;4087;CASH;289.58;2025-06-02 15:35:00
105046;3792;548;CASH;108.07;20250602155600
150132;5504;3749;CARD;58.80;2025-06-02 16:40:21
63704;2161;1773;CASH;81.20;20250602165800
188753;7010;981;CARD;19.78;20250602172429
145142;5298;2906;CASH;43.40;2025-06-02 19:10:00
216168;;4610;cash;112.89;250602193100
208431;;1060;CARD;70.20;2025-06-02 20:32:23
188324;6993;4875;card;171.96;2025-06-02 20:38:59
68177;2321-51;2699;CASH;457.87;20250602230120
91361;3243-81;3485;CASH;74.50;2025-06-02 23:35:29
205765;7665;3602;CARD;123.70;2025-06-03 02:20:42
166191;6124-97;3106;cash;214.20;5-06-03 02:28:21
36777;1112;1538;CARD;64.80;2025-06-03 04:36:20
39006;1193;2772;CARD;280.66;2025-06-03 08:44:52
100164;3605;2656;CARD;1187.50;202506030900
209035;;1070;cash;959.45;2025-06-03 09:01:00
166218;6126;2837;CASH;236.85;2025-06-03 10:22:00
189732;7048-5;3686;CASH;43.05;2025-06-03 12:21:04
196810;7311;3777;CARD;752.75;2025-06-03 12:38:58
