paymentId;orderId;customerId;paymentType;paidAmount;paymentDate
152149;5584-90;1096;CASH;264.28;2025-04-01 00:05:15
158420;5820;2138;CARD;152.94;2025-04-01 01:21:03
21803;514;2133;CARD;142.40;25-04-01 01:43:28
136612;4976;3370;CARD;1018.40;20250401021720
42384;1328-5;4433;CASH;150.60;2025-04-01 04:22:43
25606;662-64;2623;cash;134.78;20250401042724
101632;3665;1740;CARD;161.70;2025-04-01 05:35:04
7899;0;3246;CARD;58.50;2025-04-01 07:18:17
132744;4840;5037;CARD;365.12;2025-04-01 07:29:01
47184;1519;4086;CASH;1143.72;25-04-01 08:37:00
110776;3998;599;CARD;116.94;2025-04-01 08:57:07
19384;431;3264;CASH;176.95;2025-04-01 10:24:00
30407;851;338;CASH;665.70;2025-04-01 10:47:00
148788;5450;3182;CASH;58.50;20250401122100
96534;3447;2314;cash;327.84;20250401122500
71219;2455;4298;CASH;96.35;2025-04-01 13:16:00
26923;708-69;2914;CASH;425.65;2025-04-01 14:08:50
178939;6613;3343;CASH;207.23;2025-04-01 14:44:00
41330;1287;818;CARD;233.84;2025-04-01 14:57:34
142658;5213;3867;CASH;242.85;2025-04-01 15:16:00
100443;3615-77;1146;CASH;427.90;2025-04-01 15:18:22
131558;4790;3796;CARD;89.97;20250401155026
55319;1843;4617;CASH;59.50;202504011616
147105;5383;1563;CASH;634.12;2025-04-01 16:44:00
194178;7219;896;CASH;107.72;2025-04-01 17:08:00
29187;800;636;CARD;343.55;2025-04-01 19:57:40
29011;795;330;CARD;229.90;2025-04-01 22:35:40
206127;7678;4000;CARD;235.74;202504012249
47044;1511;4114;CARD;80.55;2025-04-01 23:57:47
211832;;1146;CASH;427.90;2025-04-02 02:08:03
95844;3424;2413;CARD;1180.36;2025-04-02 04:29:43
193655;7200;2984;card;389.90;2025-04-02 04:31:02
13232;201-84;2030;cash;230.76;20250402052020
149797;5486;2490;CARD;29.98;20250402084015
117603;U261-3;2574;CASH;56.10;2025-04-02 10:31:43
148734;5446;3683;CASH;360.75;2025-04-02 11:33:00
186382;6913;5244;CASH;40.47;2025-04-02 12:24:00
11983;151;1472;CASH;97.65;2025-04-02 14:08:00
101020;3639;3324;card;168.35;2025-04-02 14:09:38
129959;4720;4150;cash;310.67;2025-04-02 14:36:00
146079;5343;3657;CARD;150.21;2025-04-02 15:56:40
170107;6262;4578;CASH;58.09;2025-04-02 16:14:00
71382;2460;1560;card;426.43;20250402181639
113827;4121;3565;CARD;127.55;2025-04-02 18:25:35
127251;4615;2700;CASH;172.33;20250402184800
54335;1809;2242;CASH;985.83;2025-04-02 19:51:00
113737;4118;1640;card;57.19;2025-04-02 21:14:38
120565;4369;2839;CARD;3.64;2025-04-02 21:16:30
194849;7245;3636;CARD;280.38;2025-04-02 22:18:22
179141;6622;4476;CARD;110.25;2025-04-03 00:49:59
22053;522;3691;CARD;648.10;25-04-03 01:39:24
119247;4322;3920;CARD;316.53;2025-04-03 01:54:25
51971;1711;978;CARD;4005.58;2025-04-03 02:18:49
46927;1508-81;735;cash;391.32;2025-04-03 03:12:58
67690;2302;3014;CARD;121.20;2025-04-03 05:16:18
111541;4030;5261;cash;1052.54;2025-04-03 08:20:00
57173;1914;3673;CASH;116.50;20250403091100
87767;3108;1648;CASH;1133.57;2025-04-03 10:56:00
